id,comentario,toxicidad,constructividad
1286,"Más t0nt0s y nacen botijo. O la noticia es conia o es síndrome de Estocolmo. Hasta he comprobado que no tengo cerca una cámara, por si se pretendía grabar ocultamente mi reacción.",3. Tóxico,no
2426,Ha pecado...,2. Ligeramente tóxico,no
2409,Incultura...,2. Ligeramente tóxico,no
1196,#27Lo han puesto despues de que la honorable sociedad protestara por la falta de informacion completa sobre el caso,1. No tóxico,no
1999,Te esperan amiguitos sediciosos en Lledoners cuidado con el jabón.,3. Tóxico,no
432,"#69Déjalo, no te esfuerces, no te van a entender, yo ya estoy cansado de intentarlo... Hay mucha gente así, al final son iguales que los independentistas, de hecho creo que si fueran catalanes seguramente lo serían... A los de UK que votaron a favor del Brexit los imagino parecidos...",1. No tóxico,no
761,"#302normal ! Chístale tú a un policía alemán , inglés o americano ... pero de qué país eres tú ?",1. No tóxico,no
2159,"Pues ese ""experto"" no tiene ni idea del diseño de toma de muestra. La que se va a hacer es enorme.",2. Ligeramente tóxico,no
1971,morito pijo.....,3. Tóxico,no
598,"#57Eso es una vergüenza, y a la profesora habría que expedientarla y meterle un buen paquete, pero como esto es España, en vez de hacer eso, hacemos lo mismo que ellos: se les prohíbe a unos entrar a un estadio con una camiseta amarilla.... ¿No hay nadie con medio cerebro en este país??????",2. Ligeramente tóxico,no
594,#83Así es. Saludos.,1. No tóxico,no
2451,Me dan mas miedo los nazis bolivarianos psicópatas en el Gobierno de España que el pelomocho.,3. Tóxico,no
845,Son igualmente responsables de las muertes provocadas por el empeño del gobierno en celebrar el 8M de 2020 todos aquellos que les dan sus votos tanto a PSOE como a Podemos. A todos ellos les importa la vida de la gente muy poquito.,2. Ligeramente tóxico,sí
2114,"La única izquierda del mundo que aboga por la desigualdad, que favorece a las comunidades ricas/xenofobas/indepes",3. Tóxico,no
343,"no lo que no hay es capacidad para procesarlos, fabricantes de test PCR hace ya 15 dias habia como uno 10, que producian mas del doble de los que codemos usar, porque los laboratorios homologados con tecnicos y maquinaria habilitada son los que son. En mi ciudad por ejemplo solo pueden hacer 150 PCR al dia, gento con sintomas sintomas compatibles 5.000, no se da a vasto, a demas los negativos hay que repetirlos para confirmarlos.",1. No tóxico,sí
1071,"Donde está el manual de seguridad para funcionarios? Dónde está la prudencia de los GC o cualquier autoridad? Si tienes un trabajo o cargo de responsabilidad cuyas decisiones afecta a personas, has de actuar como tal aunque estés fuera de tu trabajo. Si eres director de una sucursal que ha propiciado un deshaucio, si eres un médico con un diagnóstico erróneo. Si eres un alcalde que acaba de multar a alguien...No se va a sitios donde te puedes encontrar a estas personas. Eso en mi pueblo es provocación. NO terrorismo.",1. No tóxico,sí
184,"Otro pollino con el tema de Franco.  No se cansan de repetir la misma cantinela, claro que... no tienen otra salida!!!!!.",2. Ligeramente tóxico,no
254,Cadena perpetua y tijeras de podar en las cercanías de los abductores....y dejarnos de bobadas buenistas.,3. Tóxico,no
211,"@Horton_ #11 ¿Y eso han firmado 193 paises, el vaticano y el gobierno del PP? Me parece que manipula usted lo que es la Agenda 2030.",1. No tóxico,sí
2928,"Estoy convencidísimo de que el electorado catalán está loquito por cambiar el independentismo xenófobo por la ultraderecha xenófoba, oye. Además, me parece magnífico que toméis como ejemplo de ""alternativa real de gobierno"" al FN (que ya no se llama FN, pero bueno, nos entendemos) y a su representación de 8 diputados sobre 577 en la Asamblea Nacional francesa. De hecho, parece que el PP y Cs han adoptado también esa estragia de ""Less is More"", así que al final igual acabáis todos de la mano en el Grupo Mixto. Repito, buen trabajo, y a seguir así.",1. No tóxico,sí
602,"@chus_ki #26 luego culpará a Ayuso, PP y Franco.",1. No tóxico,no
45,#127No es de risa hablar de libertad. Y no se combate la falta de libertad con menos libertad.,1. No tóxico,no
2163,Mamaaaaaaaaa buaaaaaa,2. Ligeramente tóxico,no
581,EL Mundo es portavoz de la extrema derecha VOX y PP.,1. No tóxico,no
2510,Es tú pi do demagogo.,3. Tóxico,no
251,@arminius #661 No se extrañe ... eso decía el individuo torra ... está documentado.,2. Ligeramente tóxico,no
414,"Al final, ya sean sobres o cal, se trata de escurrir el bulto",2. Ligeramente tóxico,no
682,"Lo de violarla porque el cirujano no le ha tapado bien la calva, telita....... Este hombre fue presidente de EEUU lo cual quiere decir que este mundo está como está. Ojo y Putin de RUSIA",2. Ligeramente tóxico,no
439,"Jajajajajajaj ... muy bueno señor juez ... tómese su tiempo , no hay que hacer extradiciones a la ligera ... Suiza tampoco tiene ninguna prisa en extraditar a la Anna Gabriel ni a la Marta Rovira ... Quid pro quo !",1. No tóxico,no
1298,"No nos hace falta Europa, dice Pedrito Pandemias que vienen muchos inmigrantes ilegales a pagarnos las pensiones.",3. Tóxico,no
2702,A la chavala le falta un hervor,3. Tóxico,no
1891,@Kiskilla #339 las recomendaciones médicas las hacemos los medicos en las consultas. No en los foros. ¿Ud no quiere creerse que soy médico? Es su problema.,1. No tóxico,sí
2478,Necesitamos un concurso de idiotas para que este individuo gane una votación,3. Tóxico,no
1864,@Putinmuerto #94 P ¿ D R A S E,3. Tóxico,no
203,"#539yo quiero que el pais vasco se decida: o todos iguales, o fuera. Cuanto antes mejor. Nadie es mas que nadie. Lo que no se puede es tolerar tanta raza superior y tanto pueblo elegido y tanta bobà",2. Ligeramente tóxico,no
2950,"@patxilaskurain #92 jajajajajaja, sigues con esas cosas? Actualízate hombre, que pareces un disco rayado. Abueeeeeelo.",3. Tóxico,no
2204,"hasya que ganen aqui PP/V0X ya indistiguibles y le pen allí, ahora bien, pueden dejarles fuera siempre?, esperemos que si",2. Ligeramente tóxico,no
1498,"Y las vacaciones a cuerpo de Rey que nos hemos pegado, eh!! La inversión escolar es un chiste con las paellas, chiringuitos, hoteles, actividades acuáticas, … A llorar a Los Paules",2. Ligeramente tóxico,sí
314,España como criadero de incompetentes y chorizos. Menos mal que soy catalán.,2. Ligeramente tóxico,no
1261,¿Y dónde ha quedado la libre expresión?,1. No tóxico,no
2533,"Para soportar los comentarios de este CROMA que habla de Cataluña como si fuera el paraíso de las libertades, hay que tener cuajo. Cataluña es hoy por hoy el mejor ejemplo de FASCISMO que tenemos en Europa occidental. El problema es que no habrá salido de su pueblo y no se ha enterado.",3. Tóxico,no
867,Intentar comprar a traidores jamás ha servido .La Historia está llena de ejemplos.,2. Ligeramente tóxico,no
2670,"Un incunable, Maria.",2. Ligeramente tóxico,no
680,".... Y menos mal que no te echaron un cable, porque esa gente lo hubiera usado para estrangularte. Menudas las gastan ésos",2. Ligeramente tóxico,no
2351,El MADRID es un auténtico BOCHORNO de club.,2. Ligeramente tóxico,no
1253,"Está claro, por tanto, que la reforma constitucional es la única forma de resolver el problema catalán y los problemas de las nacionalidades provenientes de muchas regiones españolas. Precisamente con la hipótesis de una reforma de la Constitución, el PSOE ha avalado la activación del artículo 155 con todos los riesgos que conlleva la destitución forzosa de un Gobierno regional elegido democráticamente. Porque esto es algo para recordar, el gobierno de Puigdemont, aunque no representó a la mayoría absoluta de los catalanes, consiguió la mayoría de escaños necesarios para formar gobierno, no es un guerrillero que tomó el poder con un golpe de Estado, sino un político elegidos por elecciones ordinarias. Su supresión es, por tanto, una suspensión del sistema que en Cataluña hasta ahora se ha considerado comúnmente el sistema democrático.",1. No tóxico,sí
1405,"joder ya estamos con lo mismo claro que hay denuncias falsas y que es un negocio de 4 listas arropadas por muchas lelas, pero lo que ha hecho este tiparraco es de ser un degenerado dar una paliza de muerte a una mujer hasta matarla madre mia",2. Ligeramente tóxico,no
2605,"El PP al rescate de Antonio, cual Superman!!! JA,JA,JA.",2. Ligeramente tóxico,no
1475,Fijos discontinuos?????,1. No tóxico,no
495,"La politica del HIGHLY LIKELY, muy probablemente, ha sido una de esas mentiras gordas de los que ni los necios que las sostienen se las creen. Horas antes del ataque highly likely, un avion C130 Hércules de USA aterrizó en la base rusa de Siria para coordinarse y darse garantías en este CIRCO mundial. Nunca hubo ataque químico, pero Rusia y Siria son culpables por no apoyar a USA, UK y Francia en su absurdo sentido militar, a espaldas de sus propios ciudadanos y sus parlamentos. En España nos toca pagar cada dia con más impuestos un petróleo mas caro a otros beneficiados por este circo. Ha sido un ataque Sin Muertos, ni Heridos. Algo increíble, si no hubiese estado muy coordinado, hasta ese extremo. USA y sus aliados han quedado sin argumentos y con sus mentiras expuestos a su Opinión Pública.",2. Ligeramente tóxico,sí
2683,Anda fachin,2. Ligeramente tóxico,no
175,@PorElMundo_sin_censores #80 porque en breve se podrá utilizar también el silbo gomero en el Congreso. Seremos la admiración del mundo.,2. Ligeramente tóxico,no
637,Esto es muy vergonzoso..el mensaje que le damos a los jóvenes es el contrario a la decencia..si tienes padrinos triunfarás..la mafia del pp en todo.. todo..es bochornoso..,2. Ligeramente tóxico,no
2764,"Esperemos que cuando el Sr. Casado gobierne ( si algún día gobierne ) tenga más sentido de Estado que sus predecesores y, no acepte los votos nacionalistas, en caso que este en minoría a cambio dela poltrona. Eso le diferenciaría de los que nos precedieron. Todos sus predecesores han preferido pactar con los partidos nacionalistas de cada autonomía antes que con su rival del momento, de tal modo que los nacionalista se han hecho imprescindibles para arañar privilegios sobre las demás autonomías.",1. No tóxico,sí
2004,"Y Pedro Saunas de pagafantas. Con nuestro dinero, claro.",3. Tóxico,no
1159,Los niveles de corrupción política a la que estamos asistiendo en este país son escandalosos. Si yo fuera estudiante de esa universidad mañana mismo estaba dado de baja del master y con orden judicial para que me devuelvan el dinero.,1. No tóxico,sí
1985,"Una nación que no puede reconocer y aceptar constitucionalmente un referéndum independentista. Basándose en el artículo 2, el Tribunal Constitucional español dictaminó que el referéndum catalán era absolutamente inconstitucional. Este artículo, sin embargo, que habla de ""prioridad de las nacionalidades"", abre el debate sobre el derecho de autodeterminación de los ""pueblos constituyentes"" que la Comisión Badinter ha definido para los pueblos de la antigua Yugoslavia y para Croacia y Bosnia y Herzegovina.",1. No tóxico,sí
2013,E intentan dar golpes de Estado con el lumpen,2. Ligeramente tóxico,no
